Pre-Prod No.;Client;Description;Date Sent on Proof;Proof Approved (Digital);Size of Eyemark;Artwork Received;Revised Artwork After Trialling;comments;
13985;Saradox;In Good Hands Lemongrass Rooibos and Ginger Hand Cream 75ml;21.08.18;21.08.2018;8X3;20.08.2018;21.08.2018;trial done and sent, customer revised artwork.;
14016;Creighton Prod.;Heat Wave (Beach Body) Shimmer Lotion - 100ml;22.08.18;23.08.2018;8X3;21.08.2018;;;
14015;Totally Wild;Medoca - 100ml;24.08.18;27.08.2018;8X3;24.08.2018;;;
14017;Silverlabs;Healing Cream Xmas Edition - 75ml  ;24.08.18;30.08.2018;8X3;06.08.2018;;;
14019;Aloe Ferox;Aloe Ferox Christmas 2018 - 50ml;24.08.18;27.08.2018;8X3;31.07.2018;;;
14020;Aloe Ferox;Aloe Ferox Christmas 2018 - 15ml;24.08.18;27.08.2018;8X3;31.07.2018;;;
14022;Saradox;GS Coconut Crè'me & Sandalwood Foot Cream - 30ml;29.08.18;29.08.2018;8X3;20.08.2018;;;
14023;Saradox;GS Coconut Cre'me & Sandalwood Hand Cream 30ml;29.08.18;29.08.2018;8X3;20.08.2018;;;
14024;Saradox;GS Argan Oil &Midnight Jasmine Hand Cream 30ml;29.08.18;29.08.2018;8X3;20.08.2018;;;
14025;Saradox;Provitamin B5 Keratin & Avocardo Oil Hand Cream 30ml;29.08.18;30.08.2018;8X3;20.08.2018;;;
14026;Saradox;GS Nourish & Florish Shea Butter & Vanilla Orchid Hand Cream 30ml;29.08.18;30.08.2018;8X3;20.08.2018;;;
14027;Saradox;GS Wild Honey ,Shea Butter & Vanilla Yogurt Hand Cream 30ml;29.08.18;30.08.2018;8X3;20.08.2018;;;
14028;Charisma Candles;Poetry Blush Peony Hand and Nail 100ml;29.08.18;31.08.2018;8X3;23.08.2018;;;
14029;Charisma Candles;Poetry White Blossom Hand and Nail - 100ml;29.08.18;31.08.2018;8X3;23.08.2018;;;
14030;Creighton Prod.;Fresh Delight H&N Green Avo (Avo & Sesame) - 25ml Vegan;29.08.18;31.08.2018;8X3;23.07.2018;;;
14031;Creighton Prod.;Fresh Delight H&N Green Avo (Avo & Sesame) - 75ml Vegan;29.08.18;31.08.2018;8X3;23.07.2018;;;
13912;Cre'me Classique;Evening Mask 50ml;30.08.18;05.09.2018;10X2;29.08.2018;;;
13913;Cre'me Classique;Acne Gel 50ml;30.08.18;05.09.2018;10X2;29.08.2018;;;
13914;Cre'me Classique;Hand and Body Cream - 100ml;04.09.18;05.09.2018;8X3;03.09.2018;;;
13915;Cre'me Classique;Facial Moisturiser - 100ml;04.09.18;05.09.2018;8X3;03.09.2018;;;
14035;African Caribean Aloe Products;Curaloe - Relieving Aloe Vera Gel 150ml;04.09.18;06.09.2018;8X3;28.08.2018;;;
14036;African Caribean Aloe Products;Curaloe - Soothing Aloe Vera Gel 150ml;04.09.18;06.09.2018;8X3;28.08.2018;;;
14037;Indigo Cosmetics;Exclamation Diva Perfumed Body Lotion 115ml;04.09.18;19.09.2018;8X3;04.09.2018;;;
14045;Indigo Cosmetics;Exclamation Body Lotion 115ml;04.09.18;19.09.2018;8X3;04.09.2018;;;
13916;Cre'me Classique;Moisturiser with SPF30 - 100ml;06.09.18;06.09.2018;8X3;05.09.2018;;;
13971;Nature Fresh;Face Food 75ml;06.09.18;10.09.2018;10X4;02.08.2018;;customer changed artwork a few times ;
13974;Oske Wellness;Aqua Lubricant 75ml;06.09.18;06.09.2018;8X3;06.09.2018;06.09.2018;;
14053;Aloe Ferox;Aloe Ferox Cleansing Cream 150ml;10.09.18;12.09.2018;8X3;07.09.2018;;;
14056;Aloe Ferox;Aloe Ferrox Heel Balm 75ml;10.09.18;12.09.2018;8X3;07.09.2018;;;
14057;Aloe Ferox;Aloe Ferox Heel Balm 150ml;10.09.18;12.09.2018;8X3;07.09.2018;;;
14058;Aloe Ferox;Aloe Ferox Moisturizing Mask 50ml;10.09.18;12.09.2018;8X3;07.09.2018;;;
14061;Shanker Brands;Divine Bodies Pure Tissue Oil Hand Cream 100ml;10.09.18;12.09.2018;8X3;05.09.2018;;;
14070;WBMED (PTY) LTD;Basix Skin Repair Cream + Kigelia Africana 50ml;13.09.18;13.09.2018;8X3;11.09.2018;;;
14100;Charisma Candles;Life Is Beautiful 50ml;21.09.18;21.09.2018;8X3;21.09.2018;;;
14101;Charisma Candles;Start Everyday Like its Your Birthday - 50ml;21.09.18;21.09.2018;8X3;21.09.2018;;;
14050;Honeysuckle;Exfoliator 100ml;26.09.18;28.09.2018;8X3;05.09.2018;;;
14051;Honeysuckle;Classic Radiance 50ml;26.09.18;28.09.2018;8X3;05.09.2018;;;
14052;Honeysuckle;Spot Control 25ml;26.09.18;28.09.2018;8X3;05.09.2018;;;
14069;Catwalk;Order (a/w);26.09.18;27.09.2018;8X3;25.09.2018;;;
14097;Rolfe Lab.;New Youth Medium 50ml;26.09.18;cancelled;8X3;22.08.2018;;;
14098;Rolfe Lab.;New Youth Light 50ml;26.09.18;cancelled;8X3;22.08.2018;;;
14103;Saradox;GS Nourish & Florish Shea Butter & Vanilla Orchid Hand Cream - 60ml;26.09.18;27.09.2018;8X3;20.09.2018;;;
14105;Saradox;GS Nourish & Florish Shea Butter & Vanilla Orchid Hand Cream - 75ml;26.09.18;27.09.2018;8X3;20.09.2018;;;
14046;Holistic Life;Yungskin Sun Care SPF40 Suncreen 100ml;27.09.18;09.10.2018;8X3;20.09.2018;;;
14123;Artplus;Nept SPF50+ Sunscreen Lotion - 100ml;04.10.18;16.10.2018;8X3;03.10.2018;;;
12401;PD Pharma;E-Blok Vitamin E Cream With Sunblock 50g;09.10.18;16.10.2018;8X3;09.10.2018;;;
14076;Novus Fragrance;Immunis Topical Gel 100g;10.10.18;11.10.2018;8X3;10.10.2018;10.10.2018;1st off proof sent and approved, trial approved as well and then customer came back with more changes.;
14148;PD Pharma;U Derm Urea Cream 50grm;15.10.18;15.10.2018;8X3;09.10.2018;;;
14109;Artplus;Kale Algea & Vitamin C Moss 50ml;18.10.18;18.10.2018;8X3;27.09.2018;18.10.2018;1st off proofs and trials done and send, custoerm revised the artwork;
14110;Artplus;Kale Algea & Alfalfa Broccoli - 50ml;18.10.18;18.10.2018;8X3;27.09.2018;18.10.2018;1st off proofs and trials done and send, custoerm revised the artwork;
14135;Zhauns;Lanolab 19g (30ml);24.10.18;02.11.2018;8X3;24.10.2018;;;
14163;RG Cosmetics;Modern Me Tube 150ml;24.10.18;29.10.2018;8X3;23.10.2018;;;
14169;Antiseptic International;Groomer's Choice Ora Fresh Toothpaste 100ml;25.10.18;01.11.2018;8X3;19.10.2018;;;
14160;Vision Labs Beauty;Bella Ceutics Skin Lightening Scrub and Mask 100ml;29.10.18;29.10.2018;8X3;25.10.2018;29.10.2018;1st off proofs signed and trials were done, customer revised some of the text. New proofs sent;
14161;Vision Labs Beauty;Bella Ceutics Nourishing Skin Lightening Lotion 100ml;29.10.18;29.10.2018;8X3;25.10.2018;29.10.2018;1st off proofs signed and trials were done, customer revised some of the text. New proofs sent;
14162;Vision Labs Beauty;Bella Ceautics Skin Lightening Cream 100ml;29.10.18;29.10.2018;8X3;25.10.2018;29.10.2018;1st off proofs signed and trials were done, customer revised some of the text. New proofs sent;
14193;Aloe Ferox;Aloe Ferox Hand Cream - 150ml;01.11.18;02.11.2018;8X3;09.10.2018;;;
14194;Aloe Ferox;Aloe Ferox Night Cream - 50ml;01.11.18;02.11.2018;8X3;09.10.2018;;;
14195;Aloe Ferox;Aloe Ferox Moisturizer - 50ml;01.11.18;02.11.2018;8X3;09.10.2018;;;
14199;Eagle Eye Bird Control;Mole Guard 100g;06.11.18;07.11.2018;8X3;06.11.2018;;;
14205;Brother Bees Honey;Honey & Peanut Butter 125ml;06.11.18;08.11.2018;8X3;25.10.2018;;;
14206;Brother Bees Honey;Raw Honey 125ml;06.11.18;08.11.2018;8X3;06.11.2018;;;
14207;Brother Bees Honey;Honey & Chocolate 125ml;06.11.18;08.11.2018;8X3;25.10.2018;;;
14211;Sea Spirit Trading 243 cc;Wild Olive Shampoo 60ml;13.11.18;14.11.2018;8X3;07.11.2018;;;
14212;Sea Spirit Trading 243 cc;Wild Olive Conditioner 60ml;13.11.18;14.11.2018;8X3;07.11.2018;;;
14213;Sea Spirit Trading 243 cc;Wild Olive Shower Gel 60ml;13.11.18;14.11.2018;8X3;07.11.2018;;;
14214;Sea Spirit Trading 243 cc;Wild Olive Hand and Body Lotion 60ml;13.11.18;14.11.2018;8X3;07.11.2018;;;
14222;Worx of Africa;Bugger Off Kids Body Cre'me - 75ml;13.11.18;16.11.2018;8X3;13.11.2018;;;
14223;Worx of Africa;Bugger Off Natural Body Cre'me - 75ml;13.11.18;16.11.2018;8X3;13.11.2018;;;
14224;Aloe Ferox;Aloe Ferox Spotless Crème 50ml;14.11.18;30.11.2018;8X3;13.11.2018;;;
14225;Aloe Ferox;Aloe Ferox Muscle Gel 75ml;14.11.18;30.11.2018;8X3;13.11.2018;;;
14226;Aloe Ferox;Aloe Ferox Cleansing Cream 50ml;14.11.18;30.11.2018;8X3;13.11.2018;;;
14240;Creighton Prod.;Pyngon Warming Gel 75ml;16.11.18;12.12.2018;8X3;09.11.2018;;;
14178;La Van Skincare;Vitamin C Polish 50ml;21.11.18;22.11.2018;8X3;01.11.2018;;1st proof and trial send off, customer asked that register mark be removed. New Proofs send;
14179;La Van Skincare;Vitamin C Polish 15ml;21.11.18;22.11.2018;8X3;01.11.2018;;1st proof and trial send off, customer asked that register mark be removed. New Proofs send;
14141;Honeysuckle;Baby Bum Lotion 100ml;22.11.18;11.12.2018;8X3;22.01.2018;22.01.2018;1st proof and trial send off, customer asked that some wording be removed. New Proofs send;
14231;Mosaic;W/W Sensu Hand Lotion 30ml;23.11.18;11.12.2018;8X3;23.11.2018;;;
14232;Mosaic;W/W Fleur Shower Gel 30ml;23.11.18;11.12.2018;8X3;23.11.2018;;;
14233;Mosaic;Order (a/w);23.11.18;11.12.2018;8X3;23.11.2018;;;
14234;Mosaic;W/W Sensu Shower Gel 30ml;23.11.18;11.12.2018;8X3;23.11.2018;;;
14235;Mosaic;W/W Fleur Hand Lotion 30ml;23.11.18;11.12.2018;8X3;23.11.2018;;;
14236;Mosaic;Order (a/w);23.11.18;11.12.2018;8X3;23.11.2018;;;
14237;Mosaic;Order (a/w);23.11.18;28.11.2018;8X3;23.11.2018;;;
14247;Saradox;GS Moisture Blast Wheat Protiens & Omega 3+6 - 75ml;27.11.18;27.11.2018;8X3;20.11.2018;;;
14276;Kool A Chem;SPF40 Sunscreen 100ml;27.11.18;28.11.2018;8X3;27.11.2018;;;
14245;Hands on Health;Firm Glove Intensive Stretch Mark Cream 150ml;30.11.18;05.12.2018;8X3;20.11.2018;;;
13434;Cosmeceutical Products;Bioseal Body Cream 80ml;02.12.18;13.02.2018;8X3;30.01.2018;;;
14297;Creighton Prod.;Clicks Hydrate Firming Creamy Petroleum Jelly - 170ml;11.12.18;12.12.2018;8X3;05.12.2018;;;
14298;Creighton Prod.;Clicks Hydrate Cocoa Butter Creamy Petroleum Jelly - 170ml;11.12.18;12.12.2018;8X3;05.12.2018;;;
14299;Creighton Prod.;Clicks Hydrate Dry Skin Creamy Petroleum Jelly - 170ml;11.12.18;12.12.2018;8X3;05.12.2018;;;
14271;Kool A Chem;Kool A Sun SPF 50 - 75ml;12.12.18;21.01.2019;8X3;11.12.2018;;;
14272;Kool A Chem;Kool A Sun SPF 50 - 50ml;12.12.18;21.01.2019;8X3;11.12.2018;;;
14273;Kool A Chem;Kool A Sun SPF 50 - 30ml;12.12.18;21.01.2019;8X3;11.12.2018;;;
14282;Kool A Chem;SPF 50 Sunscreen 150ml;12.12.18;21.01.2019;8X3;11.12.2018;;;
14283;Kool A Chem;Sunscreen SPF50 100ml;12.12.18;21.01.2019;8X3;11.12.2018;;;
14312;Comed Health;Snappy Nappy - 100ml;15.01.19;24.01.2019;8X3;12.12.2018;;;
14313;Comed Health;Nipella Ointment - 15g;15.01.19;24.01.2019;8X3;12.12.2018;;;
14319;Mosaic;W/W Distractions Midnight 30ml;16.01.19;21.01.2019;8X3;16.01.2019;;;
14320;Mosaic;W/W Distractions Loveswept 30ml;16.01.19;21.01.2019;8X3;16.01.2019;;;
14321;Mosaic;W/W Distractions Lotion 30ml;16.01.19;21.01.2019;8X3;16.01.2019;;;
14330;Aloe Ferox;Aloe Ferox Super Aloe Gel 150ml;18.01.19;01.02.2019;8X3;16.01.2019;;;
14331;Aloe Ferox;Aloe Ferox Hand and Body Lotion 150ml;18.01.19;01.02.2019;8X3;16.01.2019;;;
14332;Charisma Candles;Botanique Jardin Du Bonheur 100ml;23.01.19;25.01.2019;8X3;16.01.2019;;;
14333;Charisma Candles;Botanique Jardin du Paradise 100ml;23.01.19;25.01.2019;8X3;16.01.2019;;;
14334;Charisma Candles;Botanique Jardin du Conservatoire 100ml;23.01.19;25.01.2019;8X3;16.01.2019;;;
14295;Tattoo Addict;Aftercare 30ml;24.01.19;08.02.2019;8X3;23.01.2019;;;
14344;CT Toiletry Co;Classic Shower Cream 100ml;24.01.19;05.02.2019;8X3;14.01.2019;;;
14345;CT Toiletry Co;Classic Hand and Body Crème 100ml;24.01.19;05.02.2019;8X3;14.01.2019;;;
14338;Pepper Tree Packaging;Fynbos Bath and Shower Gel 30ml;25.01.19;07.02.2019;8X3;16.01.2019;;;
14340;Pepper Tree Packaging;Fynbos Conditioner 30ml;25.01.19;07.02.2019;8X3;16.01.2019;;;
14341;Pepper Tree Packaging;Fynbos Hand and Body lotion 30ml;25.01.19;07.02.2019;8X3;16.01.2019;;;
14342;Pepper Tree Packaging;Fynbos Shampoo 30ml;25.01.19;07.02.2019;8X3;16.01.2019;;;
14343;Pepper Tree Packaging;Fynbos Hand Wash 30ml;25.01.19;07.02.2019;8X3;16.01.2019;;;
14358;Olgani;Mineral Rich Toothpaste 75ml -EU Spec;30.01.19;31.01.2019;8X3;16.01.2019;;;
14359;Olgani;Herbal Refreshing Toothpaste 75ml - EU Spec;30.01.19;31.01.2019;8X3;16.01.2019;;;
14362;Olgani;Detoxifying Charcoal Toothpaste 75ml - EU Spec;30.01.19;31.01.2019;8X3;16.01.2019;;;
14363;Olgani;Mighty Cocoa Toothpaste 75ml - EU Spec;30.01.19;31.01.2019;8X3;16.01.2019;;;
14248;Hands on Health;Healing Hands Heel Glove 75ml;31.01.19;31.07.2019;8X3;28.01.2019;;;
14249;Hands on Health;Healing Hands Age Protection 75ml;31.01.19;31.07.2019;8X3;28.01.2019;;;
14250;Hands on Health;Healing Hands Originals Hand Cream 75ml;31.01.19;31.07.2019;8X3;28.01.2019;;;
14251;Hands on Health;Healing Hands Nail and Cuticle Cream 75ml;31.01.19;31.07.2019;8X3;28.01.2019;;;
14366;Hands on Health;Healing Hands Body Glove 50ml;31.01.19;31.07.2019;8X3;28.01.2019;;;
14389;Babylonstoren;Handcream 100ml;05.02.19;06.02.2019;8X3;04.02.2019;;;
14390;Silverlabs;Healing Cream75ml;07.02.19;12.02.2019;8X3;07.02.2019;;;
14391;Silverlabs;Healing Gel 75ml;07.02.19;12.02.2019;8X3;07.02.2019;;;
14392;Silverlabs;Healing Gel - 120ml;08.02.19;12.02.2019;8X3;08.02.2019;;;
14393;Silverlabs;Healing Cream 120ml;08.02.19;12.02.2019;8X3;08.02.2019;;;
14367;Shanker Brands;Devine Bodies E-9000 100ml;11.02.19;15.02.2019;8X3;05.02.2019;;;
14386;Cos Q;"Epy Derm ""C"" Cream 100ml";13.02.19;18.02.2019;8X3;29.01.2019;13.02.2019;;
14152;Brandsalf;Brandsalf Miracle Balm 30ml;15.02.19;15.02.2019;8X3;11.12.2018;;;
14406;Matrix Advertising and Communications;Argan Green Hand and Nail Cream 30ml;18.02.19;18.02.2019;8X3;08.02.2019;;;
14430;Kool A Sun;Kool A Sun SPF 40 50ml;19.02.19;08.03.2019;8X3;11.12.2018;;;
14431;Kool A Sun;Kool A Sun SPF40 30ml;19.02.19;08.03.2019;8X3;11.12.2018;;;
14432;Kool A Sun;Kool A Sun SPF40 75ml;19.02.19;08.03.2019;8X3;11.12.2018;;;
14302;Eagle Eye Bird Control;Bird Wax - 150g;22.02.19;25.02.2019;8X3;30.10.2018;25.02.2019;;
14460;CT Toiletry Co;Longmarket Peony & Honey 100ml;26.02.19;28.02.2019;8X3;19.02.2019;;;
14461;CT Toiletry Co;Longmarket Pomegranate 100ml;26.02.19;28.02.2019;8X3;19.02.2019;;;
14462;CT Toiletry Co;Longmarket White Tea 100ml;26.02.19;28.02.2019;8X3;19.02.2019;;;
14475;Creighton Prod.;Order (a/w);28.02.19;04.03.2019;8X3;13.02.2019;;;
14476;Creighton Prod.;Order (a/w);28.02.19;04.03.2019;8X3;13.02.2019;;;
14477;Creighton Prod.;Order (a/w);28.02.19;04.03.2019;8X3;13.02.2019;;;
14418;Sabuca;Shea Butter Body Lotion with Avo & Lavender 150ml;01.03.19;13.03.2019;8X3;23.01.2019;01.03.2019;;
14419;Sabuca;Shea Butter With Lavender & Geranium Oil Body Butter 150ml;01.03.19;13.03.2019;8X3;23.01.2019;01.03.2019;;
14420;Sabuca;Shea Butter With Baobab & Marula Oil Hair Mask 125ml;01.03.19;13.03.2019;8X3;23.01.2019;01.03.2019;;
14481;Aloe Ferox;Classic Refining Scrub 50ml;08.03.19;11.03.2019;8X3;04.03.2019;;;
14482;Aloe Ferox;Sun Care Lotion 150ml;08.03.19;11.03.2019;8X3;04.03.2019;;;
14500;Logica Beauty;40x180/10 PBL White ;08.03.19;12.03.2019;8X3;04.03.2019;;;
14501;Saradox;GS Moisture Blast Wheat Proteins & Omega 3+6 - 75ml;11.03.19;11.03.2019;8X3;01.03.2019;;;
14502;SH'ZEN;Sh'zen Luxury Repair Cream 30ml;11.03.19;20.03.2019;8X3;08.03.2019;;;
14503;SH'ZEN;Sh'zen Luxury Treatment Cream 30ml;11.03.19;20.03.2019;8X3;08.03.2019;;;
14504;SH'ZEN;Sh'zen Luxury Refining Balm 30ml;11.03.19;20.03.2019;8X3;08.03.2019;;;
14486;Creighton Prod.;Simply Floral Mini Hand And Nail Freesia 25ml;14.03.19;26.03.2019;8X3;28.02.2019;;;
14487;Creighton Prod.;Simply Floral Mini Hand And Nail Rose 25ml;14.03.19;26.03.2019;8X3;28.02.2019;;;
14488;Creighton Prod.;Simply Floral Mini Hand and Nail Vanilla 25ml;14.03.19;26.03.2019;8X3;28.02.2019;;;
14489;Creighton Prod.;Simply Floral Mini Hand and Nail Magnolia 25ml;14.03.19;26.03.2019;8X3;28.02.2019;;;
14528;Bio Earth Man.;Lash and Brow Cleaner - 50ml;20.03.19;25.03.2019;8X3;20.03.2019;;;
14491;A White Natural Products;Arnica Gel - 75ml;28.03.19;29.03.2019;8X3;27.03.2019;;;
14535;Cape Island;Cape Island Natural Hand Cream Clifton Beach - 75ml;01.04.19;01.04.2019;8X3;18.03.2019;;;
14536;Cape Island;Cape Island Natural Hand Cream Safari Days - 75ml;01.04.19;01.04.2019;8X3;18.03.2019;;;
14537;Cape Island;Cape Island Natural Hand Cream Summer Vineyard - 75ml;01.04.19;01.04.2019;8X3;18.03.2019;;;
14554;Rolfe Lab.;Puer Hand Cream Glycerine & Lemon - 100ml;01.04.19;02.04.2019;8X3;01.04.2019;;;
14555;Aloe Ferox;Aloe Ferox Classic Whole Leaf Aloe Gel 75ml;04.04.19;05.04.2019;8X3;26.03.2019;;;
14556;Aloe Ferox;Aloe Ferox Classic Vanishing Cream 50ml;04.04.19;05.04.2019;8X3;26.03.2019;;;
14557;Aloe Ferox;Aloe Ferox Classic Mature 50ml;04.04.19;05.04.2019;8X3;26.03.2019;;;
14558;Aloe Ferox;Aloe Ferox Bitter Balm 50ml;04.04.19;05.04.2019;8X3;26.03.2019;;;
14569;Pepper Tree Packaging;Order (a/w);05.04.19;08.04.2019;8X3;04.04.2019;;;
14571;Pepper Tree Packaging;Order (a/w);05.04.19;08.04.2019;8X3;04.04.2019;;;
14545;Health Tru Nation;Promax - 50ml;10.04.19;11.04.2019;8X3;10.04.2019;;;
14538;Recreational Health;Bettamed Sensitive Care Cream - 50g;11.04.19;11.04.2019;8X3;28.03.2019;11.04.2019;1st off trial done but customer realised there is changes that needs to be done to enhance some of the elements more;
14539;Catwalk;Bramley Be Real 90ml;11.04.19;12.04.2019;10X3;20.03.2019;;;
14540;Catwalk;Bramley Be Happy 90ml;11.04.19;12.04.2019;10X3;20.03.2019;;;
14546;Nature Fresh;Junior Toothpaste 75ml;11.04.19;15.04.2019;8X3;15.03.2019;;;
14547;Nature Fresh;Anti-Microbial Toothpaste 100ml;11.04.19;15.04.2019;8X3;15.03.2019;;;
14548;Nature Fresh;Aloe And Propopolis Toothpaste 100ml;11.04.19;15.04.2019;8X3;15.03.2019;;;
14421;Icon 360;William Dabs Spa Hand and Nail Balm 100ml;12.04.19;cancelled;8X3;13.02.2019;12.04.2019;1st off trial done when customer mentioned that certain areas had to be in foil and not print. Proof revised and resend;
14591;Prime Products;Oceans Escape Rooibos Spa 50ml;12.04.19;17.04.2019;8X3;11.04.2019;;;
14594;Sea Spirit Trading 243 cc;Ellerman House Hand & Body Lotion 100ml;16.04.19;23.04.2019;8X3;10.04.2019;;;
14595;Sea Spirit Trading 243 cc;Ellerman House Shower Gel 100ml;16.04.19;23.04.2019;8X3;10.04.2019;;;
14596;Sea Spirit Trading 243 cc;Ellerman House Conditioner 100ml;16.04.19;23.04.2019;8X3;10.04.2019;;;
14597;Sea Spirit Trading 243 cc;Ellerman House Shampoo 100ml;16.04.19;23.04.2019;8X3;10.04.2019;;;
14611;Formulage;Eye Cream SPF 20 30ml;18.04.19;18.04.2019;8X3;15.04.2019;;;
14434;Cos Q;Motley Crew Glo Up face Wash 150ml;26.04.19;13.05.2019;8X3;15.02.2019;;Got revised artwork 5 times for the customer and send out proofs 4 times. Ist off proofs was send off on the 20 Feb 2019;
14435;Cos Q;Motley Crew Peace Mode Hair Gel 150ml;26.04.19;13.05.2019;8X3;15.02.2019;;Got revised artwork 5 times for the customer and send out proofs 4 times. Ist off proofs was send off on the 20 Feb 2019;
14631;Lanogold;Karoo Skin Elixir Face Serum 50ml;29.04.19;21.01.1940;8X3;25.04.2019;;;
14592;Brandsalf;Brandsalf Miracle Balm 75ml;06.05.19;06.05.2019;8X3;25.03.2019;;;
14570;Pepper Tree Packaging;Brush Stroke Hand and Nail 50ml;07.05.19;14.05.2019;8X3;07.05.2019;;;
14651;Prime Products;Hydrafine Balancing Moisturiser 30ml;09.05.19;10.05.2019;8X3;07.05.2019;;;
14663;Charisma Candles;Poetry Lush Meadow 100ml;16.05.19;17.05.2019;8X3;02.05.2019;;;
14664;Charisma Candles;Poetry Radiant Blooms 100ml;16.05.19;17.05.2019;8X3;02.05.2019;;;
14683;Agavesol;Agave Sunscreen - 50ml;27.05.19;29.05.2019;8X3;27.05.2019;;;
14705;CT Toiletry Co;Body Sure Citrus hand & Nail 75ml;27.05.19;19.06.2019;8X3;17.05.2019;;;
14706;CT Toiletry Co;Body Sure Fruity Floral Hand & Nail 75ml;27.05.19;19.06.2019;8X3;17.05.2019;;;
14707;CT Toiletry Co;Body Sure Floral Hand & Nail 75ml;27.05.19;19.06.2019;8X3;17.05.2019;;;
14708;CT Toiletry Co;Body Sure Vanilla & Coconut Hand & Nail 75ml;27.05.19;19.06.2019;8X3;17.05.2019;;;
14721;WBMED (PTY) Ltd;Basix Skin Repair Cream + Macadamia Oil  50ml;27.05.19;28.05.2019;8X3;14.05.2019;;;
14699;Rush Fragrances;Rush Hand and Body Lotion (Male) - 175ml;29.05.19;06.10.2019;8X3;29.05.2019;;;
14700;Rush Fragrances;Rush Hand and Body Lotion (Female) - 175ml;29.05.19;06.10.2019;8X3;29.05.2019;;;
14703;Rolfe Lab.;Puer Camphor Hand Cream Herbal 100ml;29.05.19;30.05.2019;8X3;16.05.2019;;;
14724;Pepper Tree Packaging;Emerald Forest Hand & Nail Cream Oudh & Vetivert - 50ml;30.05.19;13.06.2019;8X3;12.05.2019;;;
14725;Pepper Tree Packaging;Bengal Fantasy Hand & Nail Cream Black Pepper & Musk - 50ml;30.05.19;13.06.2019;8X3;12.05.2019;;;
14726;Pepper Tree Packaging;Dream Land Hand & Nail Cream Amber & Violet - 50ml;30.05.19;13.06.2019;8X3;12.05.2019;;;
14746;Aloe Ferox;Aloe Ferox Universal 15ml;10.06.19;11.06.2019;8X2;28.05.2019;;;
14751;Bella Baci;Circuflow 35ml;21.06.19;25.06.2019;8X3;10.06.2019;;;
14765;Charisma Candles;Poetry White Gardenia 100ml;21.06.19;01.07.2019;8X3;03.06.2019;;;
14766;Charisma Candles;Poetry Honey, Rose and Oudth 100ml;21.06.19;01.07.2019;8X3;03.06.2019;;;
14767;Charisma Candles;Poetry Green Leaves 100ml;21.06.19;01.07.2019;8X3;03.06.2019;;;
14768;Charisma Candles;CSI Forest Rain 50ml;21.06.19;24.06.2019;8X3;03.06.2019;;;
14769;Charisma Candles;CSI Far Far Away 50ml;21.06.19;24.06.2019;8X3;03.06.2019;;;
14770;Charisma Candles;CSI The Conservatory 50ml;21.06.19;24.06.2019;8X3;03.06.2019;;;
14787;Catwalk;Magnolia Hand & Nail Cream - 75ml;24.06.19;28.06.2019;8X3;13.06.2019;;;
14788;Catwalk;Cocoa Heaven Hand & Nail Cream - 75ml;24.06.19;25.06.2019;8X3;13.06.2019;;;
14614;Liveau;Nourishing Night Cream 50ml;25.06.19;25.06.2019;8X3;20.06.2019;25.06.2019;e-mail approval customer to send signed copies when shes back from holiday. Customer requested more changes, 3rd lot of proofs send for approval.;
14615;Liveau;Moisturising Day and Night Cream 50ml;25.06.19;25.06.2019;8X3;20.06.2019;25.06.2019;e-mail approval customer to send signed copies when shes back from holiday. Customer requested more changes, 3rd lot of proofs send for approval.;
